entity_id,org_id,value,datasource,created_date,modified_date
100000125536.0,4.0,115100007650616494,,,
100000125623.0,4.0,11371122MB2872857D,,,
100000125567.0,4.0,114401156876944313,,,
100000125594.0,4.0,11321282014437713Q,,,
100000125531.0,4.0,11411300005998359E,,,
100000125602.0,4.0,11440300K317280672,,,
100000125592.0,4.0,11411421005856991E,,,
100000125562.0,4.0,113200000140006772,,,
100000125605.0,4.0,12371603MB2875935N,,,
100000125620.0,4.0,11411521760231872Q,,,
100000125607.0,4.0,11370700F4971015XR,,,
100000125608.0,4.0,81320282772006701L,,,
100000125609.0,4.0,81370600556749674L,,,
100000125548.0,4.0,11230523001762525W,,,
100000125626.0,4.0,11411323006052004P,,,
100000125612.0,4.0,11640200684223909M,,,
100000125613.0,4.0,81350000YA1500182X,,,
100000125615.0,4.0,81350100077434579A,,,
100000125616.0,4.0,8135050056165598X2,,,
100000125565.0,4.0,114400007583361658,,,
100000125595.0,4.0,113600007419766846,,,
100000125619.0,4.0,12141031MB0465414F,,,
100000125599.0,4.0,11410300764876897H,,,
100000125529.0,4.0,543706815031785218,,,
100000125622.0,4.0,12371082495184015U,,,
100000125630.0,4.0,11441882MB2D463118,,,
100000125624.0,4.0,11371700004333363B,,,
100000125625.0,4.0,11610100735068727R,,,
100000125627.0,4.0,11522300551902916K,,,
100000125551.0,4.0,11370000004327297R,,,
100000125606.0,4.0,114111000057772657,,,
100000125629.0,4.0,11210000001099559P,,,
100000125632.0,4.0,12500384586878506H,,,
100000125631.0,4.0,115000000092765485,,,
100000125573.0,4.0,11451000788425353N,,,
100000125610.0,4.0,11220600013561720H,,,
100000129658.0,4.0,91110115MA007UBD3W,,,
100000125639.0,4.0,12321084469357891K,,,
100000125661.0,4.0,11340100666233388F,,,
100000125636.0,4.0,11610600MB29905971,,,
100000125637.0,4.0,12610800MB2926341A,,,
100000125718.0,4.0,11441800779978909Q,,,
100000125681.0,4.0,11620000013897697Y,,,
100000125678.0,4.0,11140000762459192J,,,
100000125641.0,4.0,91520000MA6DPB9703,,,
100000125642.0,4.0,123310223073405015,,,
100000125729.0,4.0,12445381MB2C43830H,,,
100000125739.0,4.0,11522700322022798W,,,
100000125727.0,4.0,11371482004424062J,,,
100000125648.0,4.0,1153000001510032XA,,,
100000125649.0,4.0,115300000151006378,,,
100000125720.0,4.0,11371600004330488P,,,
100000125654.0,4.0,111525230116722325,,,
100000125698.0,4.0,114201137551233089,,,
100000125656.0,4.0,12100000400012238A,,,
100000125659.0,4.0,11320600769875906F,,,
100000125658.0,4.0,11320100MB0118949R,,,
100000125645.0,4.0,11371581004432118M,,,
100000125738.0,4.0,11522301009605348M,,,
100000125673.0,4.0,11340822003123225W,,,
100000125662.0,4.0,112200007404684267,,,
100000125644.0,4.0,12370521MB28764440,,,
100000125664.0,4.0,11130200K00559846R,,,
100000125697.0,4.0,11610800016082530L,,,
100000125667.0,4.0,11120113MB05884651,,,
100000125712.0,4.0,11410381005402180A,,,
100000125669.0,4.0,113522006628414584,,,
100000125707.0,4.0,11320281MB1A397580,,,
100000125672.0,4.0,12330211691393877U,,,
100000125670.0,4.0,11330211744990617T,,,
100000125657.0,4.0,11320100748204097P,,,
100000125684.0,4.0,11441300767301933Q,,,
100000125674.0,4.0,1142050076741329X6,,,
100000125675.0,4.0,11370000004504900J,,,
100000125676.0,4.0,12371623MB2886394M,,,
100000125651.0,4.0,124418217879475712,,,
100000125708.0,4.0,112101007643724298,,,
100000125679.0,4.0,126528004576143606,,,
100000125638.0,4.0,11630000MB0X45620P,,,
100000125723.0,4.0,11350600753113747H,,,
100000125652.0,4.0,11440600765717978G,,,
100000125685.0,4.0,11321000014405252L,,,
100000125686.0,4.0,813709007961919213,,,
100000125687.0,4.0,81370900MC2774185A,,,
100000125688.0,4.0,81370900MC2739056R,,,
100000125689.0,4.0,11991000MB1162300M,,,
100000125690.0,4.0,11990400754555678E,,,
100000125691.0,4.0,11990700784695460G,,,
100000125692.0,4.0,11990500763787040C,,,
100000125693.0,4.0,11320200014007967Y,,,
100000125694.0,4.0,11320583564342815A,,,
100000125742.0,4.0,115114007758246469,,,
100000125696.0,4.0,1137150000431172X6,,,
100000125646.0,4.0,11330382002531323Q,,,
100000125660.0,4.0,113502000041392024,,,
100000125735.0,4.0,11441881007312322R,,,
100000125700.0,4.0,11431100006578292H,,,
100000125701.0,4.0,11610700MB2A19265H,,,
100000125702.0,4.0,114206007739170808,,,
100000125704.0,4.0,11320900014354889E,,,
100000125705.0,4.0,123204834673381445,,,
100000125706.0,4.0,124407057606104184,,,
100000125725.0,4.0,1242102378449807X6,,,
100000125653.0,4.0,111306007401816440,,,
100000125709.0,4.0,81131100096991362J,,,
100000125710.0,4.0,11350500784506762K,,,
100000125711.0,4.0,11370900F500900156,,,
100000125677.0,4.0,11370181004205062T,,,
100000125713.0,4.0,1141160000569200XJ,,,
100000125732.0,4.0,113309210026412156,,,
100000125715.0,4.0,1237032375748991X0,,,
100000125733.0,4.0,113205000141502455,,,
100000125717.0,4.0,113208000142900108,,,
100000125640.0,4.0,112302007660498289,,,
100000125719.0,4.0,51370481MJE232607L,,,
100000125721.0,4.0,11350600782196297X,,,
100000125682.0,4.0,11440605551705138F,,,
100000125724.0,4.0,1114032201233581X8,,,
100000125663.0,4.0,11220000013544533P,,,
100000125726.0,4.0,11130100762055585B,,,
100000125699.0,4.0,113303240025336010,,,
100000125731.0,4.0,113309030026390197,,,
100000125671.0,4.0,11330203002940506K,,,
100000125714.0,4.0,11370125004213142L,,,
100000125668.0,4.0,11371000556727571C,,,
100000125728.0,4.0,11330621002582294F,,,
100000125666.0,4.0,1112000000012533XY,,,
100000125734.0,4.0,1132050001415203XH,,,
100000125655.0,4.0,111505000116402306,,,
100000125716.0,4.0,11370305MB2855715X,,,
100000125737.0,4.0,1252000042920425X8,,,
100000125680.0,4.0,11620800773448050E,,,
100000125736.0,4.0,11371082004363546R,,,
100000125740.0,4.0,12522726063068301G,,,
100000125730.0,4.0,11330902002638040Q,,,
100000125695.0,4.0,11652301010246186H,,,
100000129660.0,4.0,91110108MA7F2HXF34,,,
100000129670.0,4.0,91110115MA04DF3U7C,,,
100000129689.0,4.0,91230109MA1C81T6XM,,,
100000123821.0,2.0,5000490664,,,
100001010016.0,7.0,208308227,,,
100001010041.0,1.0,259400RA38RRR9BXYW31,,,
100001010034.0,2.0,5055374875,,,
100001000479.0,7.0,878252,,,
100000121986.0,4.0,91230102676974243A,,,
100000120367.0,1.0,549300OKKVY9KQN7X020,,,
100000129708.0,4.0,91110229MA006NM10J,,,
100000125052.0,4.0,915101009019998861,,,
100000125127.0,4.0,91330000717610818F,,,
100001010022.0,2.0,5001423068,,,
100000129727.0,4.0,91150783MA0MYRWQ2E,,,
100000121543.0,2.0,5042942711,,,
100000122787.0,4.0,913707008654600220,,,
100000129746.0,4.0,91230102MA1BARMH6J,,,
100000129765.0,4.0,91341125MA2RANXJ8D,,,
100000125788.0,4.0,123505214893309441,,,
100001010061.0,1.0,549300URVIMVNUT7QT37,,,
100001010060.0,7.0,102067244,,,
100000120925.0,1.0,335800HJD6RNVK7E5K36,,,
100000125791.0,4.0,11330327002537354M,,,
100000125794.0,4.0,11500107563490824B,,,
100000129767.0,4.0,91420000MA491Y1N56,,,
100000125748.0,4.0,11500000709486001B,,,
100000125750.0,4.0,125003837815743485,,,
100000129770.0,4.0,91420100682301854T,,,
100000125751.0,4.0,11500221MB1564254M,,,
100000125796.0,4.0,11230600001768652J,,,
100000125768.0,4.0,11441225007165975F,,,
100001001298.0,1.0,54930052FQLRHOTY0J14,,,
100001000479.0,2.0,4295872982,,,
100000125766.0,4.0,11230600MB1B12679P,,,
100000125769.0,4.0,11370404004250007M,,,
100000125801.0,4.0,11140581012455088U,,,
100000125773.0,4.0,1121040076834891XX,,,
100000125799.0,4.0,11320507E83373751W,,,
100000125752.0,4.0,11500221051730759P,,,
100000125789.0,4.0,11330600002575262N,,,
100000125777.0,4.0,11410823729637006M,,,
100000125744.0,4.0,11150500MB1586293G,,,
100000125782.0,4.0,11130000000218026A,,,
100000125762.0,4.0,11442000007333422Y,,,
100000125771.0,4.0,1144010077119611XL,,,
100000125749.0,4.0,11500234MB19405125,,,
100000125746.0,4.0,11150625MB1B06818P,,,
100000125753.0,4.0,12522424MB1F11856Y,,,
100000125755.0,4.0,11640100735995563B,,,
100000125756.0,4.0,119901007703736208,,,
100000125784.0,4.0,113309226891013024,,,
100000125758.0,4.0,1161000001600062XD,,,
100000125754.0,4.0,1145070077387640XN,,,
100000125759.0,4.0,11370200005118876H,,,
100000125761.0,4.0,11350800782154839W,,,
100000125764.0,4.0,11100000000013186G,,,
100000125763.0,4.0,11445300769300571N,,,
100000125783.0,4.0,11370900004341590P,,,
100000125774.0,4.0,12350582MB1E679044,,,
100000125775.0,4.0,113703210042210465,,,
100000125779.0,4.0,11360000014500970T,,,
100000125765.0,4.0,112202007710760543,,,
100000125743.0,4.0,11141000012870855T,,,
100000125792.0,4.0,126101004372059736,,,
100000125772.0,4.0,11320300014052098R,,,
100000125747.0,4.0,11152700461086441B,,,
100000125770.0,4.0,11370481MB2869041Q,,,
100000125776.0,4.0,11420100778182263D,,,
100000125760.0,4.0,11522600551942547H,,,
100000125778.0,4.0,12431023576579502R,,,
100000125757.0,4.0,11659002MB0L21214D,,,
100000125780.0,4.0,114407007657297845,,,
100000125795.0,4.0,12371311F50346703B,,,
100000125781.0,4.0,123703235704543701,,,
100000125785.0,4.0,11430000006122199K,,,
100000125786.0,4.0,11440800768411405D,,,
100000125790.0,4.0,114412007701523344,,,
100000125793.0,4.0,12320382E82401861H,,,
100000125800.0,4.0,12370211595252572G,,,
100000125798.0,4.0,113205080141525823,,,
100000125802.0,4.0,121405810124552480,,,
100000125803.0,4.0,121000004000028221,,,
100000125804.0,4.0,121000004000059004,,,
100000125805.0,4.0,11500000009278164J,,,
100000120137.0,2.0,5038042382,,,
100000124191.0,1.0,529900QH6Y4U07RU0U61,,,
100001010292.0,2.0,5057830185,,,
100000130233.0,4.0,11140621736321173Y,,,
100000130234.0,4.0,12140000586189241J,,,
100000130235.0,4.0,81140431MC21117878,,,
100000130236.0,4.0,54140214757269335N,,,
100000130237.0,4.0,54140423A2303939X9,,,
100000130238.0,4.0,54140423A23039445F,,,
100001010087.0,7.0,414733624,,,
100000125512.0,4.0,11410000005184603J,,,
100001010086.0,7.0,12048784,,,
100000130239.0,4.0,11140423012376064C,,,
100000130240.0,4.0,12140421775184490C,,,
100000130241.0,4.0,54140421A22939345X,,,
100000130242.0,4.0,54140421A22939361K,,,
100000130243.0,4.0,54140522ME2853729R,,,
100000130244.0,4.0,54140522783298770H,,,
100000130302.0,4.0,11140522012450519H,,,
100000130312.0,4.0,54140522A233407217,,,
100000130331.0,4.0,121000004057470062,,,
100000130350.0,4.0,11142327012675566W,,,
100000130352.0,4.0,11410200005317795N,,,
100000130388.0,4.0,1145040076306458X8,,,
100000130407.0,4.0,121000000000184624,,,
100001000434.0,4.0,91140525MA0K5ENQXB,,,
100000001429.0,4.0,91500114753054193U,,,
100001000927.0,1.0,300300UJC1YUH19MMU88,,,
100000001661.0,4.0,91310000MA1K30J47D,,,
100001010305.0,7.0,6468448,,,
100001010305.0,2.0,4298217386,,,
100001010302.0,7.0,223777154,,,
100001010302.0,2.0,5037365499,,,
100001010302.0,1.0,549300754RNXO8T7XB14,,,
100001010300.0,1.0,4469000001D3HM4B3D32,,,
100001010304.0,7.0,6489492,,,
100001010303.0,7.0,6492214,,,
100001010303.0,2.0,5000283370,,,
100001010304.0,2.0,5000191592,,,
100001010297.0,7.0,4218273,,,
100001010297.0,2.0,4297887770,,,
100001010297.0,1.0,549300LDIX1UB5J1DN27,,,
100000002559.0,1.0,7Z038VO2U7XB74RQ6020,,,
100001010085.0,7.0,60012049,,,
100001010085.0,2.0,5000618190,,,
100000000021.0,1.0,529900P4JZBFEVNEAE60,,,
100000003166.0,1.0,529900I57IE15KWQFN92,,,
100000003765.0,1.0,SGY07Y7FNYBNLM6Z1M11,,,
100001010309.0,7.0,35924455,,,
100000003581.0,1.0,LNZ0J6YZ5SC6ILIRU850,,,
100000124303.0,4.0,91610000681585170N,,,
100000123986.0,4.0,91371100762853464Q,,,
100000122150.0,4.0,911100007109354170,,,
100000122189.0,4.0,91150921329068721X,,,
100000122255.0,4.0,91150000797177419B,,,
100000125355.0,4.0,91530000713401509F,,,
100000125177.0,4.0,913703236693356035,,,
100000125358.0,4.0,91440101MA59Q36H12,,,
100001000454.0,4.0,91530402719416197E,,,
100000001909.0,1.0,254900KTSZLZ21VV8T33,,,
100000001971.0,1.0,254900JW7GE35YNJGJ55,,,
100000125427.0,4.0,91430600765600315M,,,
100000000324.0,1.0,529900LG618OWYVHI655,,,
100000125196.0,4.0,91320507746807636T,,,
100000002708.0,4.0,91500000MA5U9CAD5Y,,,
100000002760.0,1.0,549300QOVWUV0SMKQ760,,,
100000002790.0,4.0,91511700MA62E2ME6A,,,
100001000465.0,4.0,91110000355228485N,,,
100000002038.0,1.0,254900HM1ABRDJ7T5718,,,
100000125206.0,4.0,91520115MAC4K3245R,,,
100000125212.0,4.0,91520000214594174P,,,
100001010306.0,7.0,643049,,,
100001010307.0,7.0,233807704,,,
100001010306.0,2.0,4296960315,,,
100001010307.0,2.0,5037365501,,,
100000004212.0,1.0,549300UDG16DOYUPR330,,,
100001010311.0,1.0,967600ZOMMRHSSJONA89,,,
100001010312.0,7.0,595592569,,,
100001010310.0,7.0,393168,,,
100001000472.0,4.0,91310000132200821H,,,
100001010310.0,2.0,4295884289,,,
100001000542.0,1.0,549300QGIICV4ZFTKX83,,,
100000000743.0,1.0,549300ZFG31XWOV56T62,,,
100000003277.0,1.0,52990047WY6J8GKPEI91,,,
100000124667.0,4.0,91210000558190456G,,,
100000002159.0,1.0,254900A6CRCZZ8DCFM85,,,
100001010298.0,1.0,549300LLBYDSPBFN3474,,,
100001001059.0,1.0,549300LDQLQBT38QDY28,,,
100000003705.0,2.0,4297799265,,,
100001001028.0,2.0,4296107926,,,
100001001047.0,2.0,5083844757,,,
100000120159.0,2.0,5046394719,,,
100000002241.0,1.0,549300YTTTN4102GXK87,,,
100000002267.0,1.0,549300WHWX5TZ5O15D48,,,
100000002296.0,1.0,549300QYTU4PHD2XHS96,,,
100001001127.0,1.0,335800VQDHTMKEK8NL27,,,
100000000265.0,4.0,91440300192408392D,,,
100000125239.0,4.0,91441900324728292Y,,,
100000121635.0,4.0,91340400769047502L,,,
100000121636.0,4.0,913404007109235209,,,
100000121657.0,4.0,9134040056638826X2,,,
100000121674.0,4.0,91500102750099302Y,,,
100000125110.0,4.0,91610822710053561Q,,,
100000000062.0,1.0,529900GBWSBDXN8GGM28,,,
100000121693.0,4.0,9135012275314528XW,,,
100000121714.0,4.0,91350881157822846P,,,
100000121735.0,4.0,9162102205313554XH,,,
100000121751.0,4.0,91441422061450240Y,,,
100000121775.0,4.0,91441403754512707E,,,
100000121789.0,4.0,914409007665645985,,,
100000000129.0,1.0,5493003QILFOB3JRKE30,,,
100000121808.0,4.0,91440300192189185P,,,
100000121829.0,4.0,91451000MA5KALCX2Q,,,
100000121848.0,4.0,91450422MA5Q45LC7A,,,
100000000158.0,4.0,91110000683551038C,,,
100000121866.0,4.0,91520200683967260Q,,,
100000121892.0,4.0,91522300080681458F,,,
100000121913.0,4.0,91520200675410673X,,,
100000000136.0,1.0,549300UGKOFV2IWJJG27,,,
100000124126.0,4.0,91350182MA8UEA4G9C,,,
100000121933.0,4.0,91130000601110408T,,,
100000121952.0,4.0,91130283782576062F,,,
100000002398.0,1.0,213800PS9BDWEGRLXV68,,,
100000121969.0,4.0,91130706MA0FWWH78Y,,,
100000121991.0,4.0,912304007027102770,,,
100000122010.0,4.0,91230900769249294M,,,
100000122028.0,4.0,91410526349375788Y,,,
100000122046.0,4.0,914100007178611668,,,
100000002972.0,1.0,549300CB2PV2LCTLS088,,,
100000122068.0,4.0,91410823717852358U,,,
100000122087.0,4.0,91410422MA9LH5J932,,,
100000000211.0,4.0,91130100772765994K,,,
100000122114.0,4.0,91410000712644517Y,,,
100000122133.0,4.0,914208025854508747,,,
100000122153.0,4.0,91421100343546806C,,,
100000122172.0,4.0,91431381763251190H,,,
100000122195.0,4.0,911509257479396499,,,
100000122214.0,4.0,911508000616132493,,,
100000122233.0,4.0,91150823772224653Y,,,
100000122249.0,4.0,91150621MA0QWC8K23,,,
100000122269.0,4.0,91150400701280332N,,,
100000122320.0,4.0,91370000169595636J,,,
100000122290.0,4.0,911503047610522438,,,
100000122396.0,4.0,9132030032396279X7,,,
100000122311.0,4.0,91152500664077828U,,,
100000122332.0,4.0,91320412779662015K,,,
100000122351.0,4.0,91320800720586548C,,,
100000000282.0,1.0,3003007LIRAPLHDKRE80,,,
100000000282.0,4.0,91120118MA05MRJ9XB,,,
100000122370.0,4.0,91320100748249965C,,,
100000000284.0,4.0,91540091064699906G,,,
100000122389.0,4.0,91320600608308601B,,,
100000122409.0,4.0,913205921421974949,,,
100000000297.0,4.0,9141150217695625X8,,,
100000122431.0,4.0,91360982723906690U,,,
100000122435.0,4.0,9122038134003790X4,,,
100000122454.0,4.0,912203821251220366,,,
100000122473.0,4.0,912101062426679404,,,
100000122492.0,4.0,91210400603735161W,,,
100000122511.0,4.0,912110005948275221,,,
100000000313.0,1.0,300300SVGJM3463GGO17,,,
100000122533.0,4.0,91640381317826951G,,,
100000122552.0,4.0,916400007359705425,,,
100000122573.0,4.0,914690335949043802,,,
100000122591.0,4.0,9112011655946210XF,,,
100000125258.0,4.0,914403000561566533,,,
100000122612.0,4.0,91630121710545857L,,,
100000122633.0,4.0,916108007836930333,,,
100000122641.0,4.0,91610329MA6X92141L,,,
100000000452.0,1.0,529900J1T37G8AQ8RZ43,,,
100000122662.0,4.0,916108225556589575,,,
100000001196.0,1.0,KBIQURE23BXCOWVJ9H03,,,
100000122680.0,4.0,91610428305468501A,,,
100000122697.0,4.0,91370900743392818G,,,
100000122720.0,4.0,913714006667053140,,,
100000122740.0,4.0,91370800742445631P,,,
100000122750.0,4.0,91371300753517434A,,,
100000125149.0,4.0,91360000091070652W,,,
100000122768.0,4.0,913716236872043086,,,
100000122788.0,4.0,91371700557855567B,,,
100000000533.0,1.0,254900YN7RH1JFLP4J36,,,
100001000064.0,4.0,91420100300019029L,,,
100001010101.0,7.0,21902702,,,
100001010101.0,2.0,4298144079,,,
100001000859.0,2.0,4295887054,,,
100000129796.0,4.0,914102216634404376,,,
100000122825.0,4.0,91370000720743873W,,,
100000000580.0,1.0,635400CPLP8H5ITDVT56,,,
100000122847.0,4.0,913709007544833520,,,
100000122849.0,4.0,9137152174568542X3,,,
100000122862.0,4.0,913706857554266246,,,
100000122880.0,4.0,91140400MA0GT86E4U,,,
100000122897.0,4.0,911407226966807527,,,
100000122918.0,4.0,91140321660436993T,,,
100000122938.0,4.0,91141081666623693G,,,
100000122957.0,4.0,91140931092624696Y,,,
100000000634.0,1.0,5493001HGBABMWFZUI25,,,
100000122975.0,4.0,91140600678161334N,,,
100000122996.0,4.0,91511500208852173P,,,
100000123015.0,4.0,91659002795791845X,,,
100000123033.0,4.0,9165400366064408XB,,,
100000123053.0,4.0,91652923560525729D,,,
100000123064.0,4.0,916529006895646579,,,
100000123074.0,4.0,9165230069784857XM,,,
100000123093.0,4.0,91652923MA775MGK9B,,,
100000123111.0,4.0,91650000228601291B,,,
100000123131.0,4.0,91330100609130024D,,,
100000123148.0,4.0,91331000848881618T,,,
100000123168.0,4.0,914600005892698298,,,
100000123177.0,4.0,91431300776753288L,,,
100000000756.0,1.0,029200518F3SI5D98F61,,,
100000123198.0,4.0,91140824736327516H,,,
100000123218.0,4.0,91320381754606578K,,,
100000123237.0,4.0,91410000053364414N,,,
100000123255.0,4.0,914420007799649104,,,
100000000741.0,1.0,BN6WCCZ8OVP3ITUUVN49,,,
100000123276.0,4.0,91410000169953018F,,,
100000123278.0,4.0,911103020513576830,,,
100000123288.0,4.0,9144030032224784X3,,,
100000123387.0,4.0,911500006865172576,,,
100000123307.0,4.0,91620000739632348L,,,
100000123326.0,4.0,913715817325999529,,,
100000123345.0,4.0,91150403114863701Q,,,
100000123364.0,4.0,911500006834161009,,,
100000123383.0,4.0,91150000664071979U,,,
100000123398.0,4.0,91152900701436982A,,,
100000125277.0,4.0,91370211MA3NMLQ30R,,,
100000123437.0,4.0,91371700760045156H,,,
100000123491.0,4.0,91610131333746388B,,,
100000123472.0,4.0,91410523689727612G,,,
100000123499.0,4.0,913506233374908421,,,
100000123519.0,4.0,913502003029519288,,,
100000123539.0,4.0,91230100128025258G,,,
100000123559.0,4.0,91510000201857289K,,,
100000123578.0,4.0,91650100789858134P,,,
100000123597.0,4.0,91371700168856021A,,,
100000123600.0,4.0,915101007978016134,,,
100000123612.0,4.0,916100007450015777,,,
100000123637.0,4.0,91150303MA0PU94K7A,,,
100000123650.0,4.0,91340600726325699J,,,
100000123651.0,4.0,91341300152344320W,,,
100000123652.0,4.0,91370783MA3D2X662N,,,
100000123653.0,4.0,911400001100425782,,,
100000123654.0,4.0,91500000MA61BENK7G,,,
100000123656.0,4.0,91440000666471239N,,,
100000123657.0,4.0,91410000706784652H,,,
100000123658.0,4.0,91411421761664776F,,,
100000123659.0,4.0,91419001MA446FL13D,,,
100000123660.0,4.0,91441800314807704W,,,
100000123661.0,4.0,91441881315190718U,,,
100000123662.0,4.0,91130823732912064C,,,
100000123663.0,4.0,91350582MA33EC2P1M,,,
100000123665.0,4.0,913508007531308460,,,
100000123666.0,4.0,915202002146507383,,,
100000123667.0,4.0,91522701551911046Y,,,
100000123668.0,4.0,91410600172631458A,,,
100000123669.0,4.0,91340400150230004B,,,
100000123670.0,4.0,91110000699631905D,,,
100000123741.0,4.0,91440300279310232F,,,
100000125404.0,4.0,91110000710934959F,,,
100000123715.0,4.0,91654003230490594C,,,
100000123733.0,4.0,91340000149041409C,,,
100000123755.0,4.0,913700005578817067,,,
100000123774.0,4.0,91371626MA3TR1YY3R,,,
100000123793.0,4.0,913716260579000342,,,
100000123812.0,4.0,911101027985407347,,,
100000123823.0,4.0,91140000660437662X,,,
100000000976.0,1.0,9598008KZELW17L00A16,,,
100000123846.0,4.0,91220724MA15114N58,,,
100000125296.0,4.0,913200001347649702,,,
100000123865.0,4.0,91445300678830059D,,,
100000123884.0,4.0,91440101190434618T,,,
100000001008.0,1.0,213800EFQXH43HMGJL59,,,
100000123903.0,4.0,91450200198585373D,,,
100000123923.0,4.0,912102001185762674,,,
100000123968.0,4.0,91350100611819322L,,,
100000123988.0,4.0,9137070072622314XF,,,
100000124007.0,4.0,91420105931260724G,,,
100000001071.0,1.0,7890002X1SVN0EYG2D07,,,
100000124026.0,4.0,91320200135905691L,,,
100000124035.0,4.0,91320700138999013F,,,
100000124055.0,4.0,91320281142210265J,,,
100000124074.0,4.0,91440300618815594Q,,,
100000124113.0,4.0,91370303MA3MT4F4XL,,,
100000123418.0,4.0,914112007507048163,,,
100000123957.0,4.0,91650000299201121Q,,,
100000124133.0,4.0,91370000164446404W,,,
100000001113.0,1.0,2138007NK9B67BEIAE44,,,
100000124142.0,4.0,91370613165112254T,,,
100000124162.0,4.0,9145100055471729X6,,,
100000124180.0,4.0,91350521MA2YP6338T,,,
100000001152.0,1.0,254900ICWLL3VTTY6063,,,
100000124201.0,4.0,91140600MA0K8P2N8W,,,
100000124221.0,4.0,915200005872891991,,,
100000124240.0,4.0,91520115MABP7NWUXN,,,
100000001231.0,1.0,549300KN0G177OSLZM73,,,
100000124248.0,4.0,91210100117676194F,,,
100000124268.0,4.0,91371626MA3LY3929X,,,
100000124286.0,4.0,91500115MA61AX3Y0U,,,
100000124308.0,4.0,91610000687970598U,,,
100000001270.0,1.0,IM7X0T3ECJW4C1T7ON55,,,
100000124327.0,4.0,9161080079079422X7,,,
100000124347.0,4.0,91110108MA04BQRT00,,,
100000124355.0,4.0,911100007002343182,,,
100000124375.0,4.0,91441300584659502N,,,
100000124394.0,4.0,91331022731494876C,,,
100000001327.0,1.0,GOXNEVUM0LL78B1OS344,,,
100000124416.0,4.0,91110000100014151C,,,
100000124435.0,4.0,91330281MA293G746Q,,,
100000124469.0,4.0,915300005551377725,,,
100000124596.0,4.0,91371425768720806U,,,
100000124454.0,4.0,91371311MA3DMPLKXD,,,
100000124473.0,4.0,915300002919962735,,,
100000124491.0,4.0,91110105MA01E2U27D,,,
100000124511.0,4.0,913206000586539525,,,
100000124530.0,4.0,91510000777943235C,,,
100000124549.0,4.0,91210244089084123B,,,
100000124563.0,4.0,91330200744950738G,,,
100000124689.0,4.0,91440101MA5CN2YJX3,,,
100000125328.0,4.0,91230110744445053E,,,
100000124582.0,4.0,91110108MA04GCRJ8G,,,
100000124602.0,4.0,91370000740957756C,,,
100000124625.0,4.0,91440200MA4W9LH408,,,
100000124645.0,4.0,9111010672144340XK,,,
100000124663.0,4.0,91321081MA27F3E9XL,,,
100000124683.0,4.0,91654000065515080E,,,
100000124704.0,4.0,916108005987718291,,,
100000001473.0,1.0,485100EAUB2D0VTK1R43,,,
100000124723.0,4.0,91320282773215601R,,,
100000124740.0,4.0,91440705354636479C,,,
100000124783.0,4.0,91370181MABW5B329Q,,,
100000124760.0,4.0,911301851046519243,,,
100000001500.0,4.0,914406055682391881,,,
100000124788.0,4.0,91330000761336668H,,,
100000124807.0,4.0,91330382762533567N,,,
100000124826.0,4.0,91350600156507684C,,,
100000124845.0,4.0,91511600740033043N,,,
100000124864.0,4.0,91350200705478741E,,,
100000124902.0,4.0,916329007574387927,,,
100000002434.0,1.0,8156002FA80FD0971F67,,,
100000124883.0,4.0,91441200190379452L,,,
100000124918.0,4.0,91210600240556809B,,,
100000125346.0,4.0,914205001791227953,,,
100000124955.0,4.0,91350900741677086U,,,
100000124975.0,4.0,91610000220530273T,,,
100000125002.0,4.0,91410000415802582Y,,,
100000002542.0,1.0,549300DJAHB27GE4M472,,,
100000125021.0,4.0,91532501217887888A,,,
100000125041.0,4.0,91320118MA1Y1B5J2B,,,
100000125062.0,4.0,91320585138104427Y,,,
100000125081.0,4.0,91440300335242992T,,,
100000125099.0,4.0,91140000689861440C,,,
100000125374.0,4.0,91110000100010249W,,,
100000125406.0,4.0,911100004005921645,,,
100000003035.0,4.0,91441821MA53PM4J6H,,,
100000125438.0,4.0,91150221695935821H,,,
100000125598.0,4.0,81410000MC0786959A,,,
100000125457.0,4.0,91640000763203586W,,,
100000002613.0,1.0,5493004N8VT0Q3DEMS19,,,
100000125477.0,4.0,91140200110391065W,,,
100000125517.0,4.0,12100000717812540P,,,
100000002653.0,1.0,549300ELXCGC8NGKUE28,,,
100000125537.0,4.0,11510000008282890B,,,
100000125538.0,4.0,119903007452074795,,,
100000125650.0,4.0,12321081468899568X,,,
100000125574.0,4.0,12450700MB02173305,,,
100000125591.0,4.0,126108230160862911,,,
100000125614.0,4.0,81350200513657542L,,,
100000125634.0,4.0,124418237436578559,,,
100000125665.0,4.0,91510100901981520M,,,
100000001615.0,1.0,2594001VQWOZE8TB8357,,,
100000129815.0,4.0,9121010068331995X4,,,
100000125745.0,4.0,11410100766247592K,,,
100000001683.0,4.0,81420000MC3744770E,,,
100000001719.0,1.0,635400MZXFJEJVI1AE08,,,
100000001825.0,1.0,5493007M1XGU5E55ZJ25,,,
100000001827.0,1.0,549300IT8CIDW8V5KX72,,,
100000125497.0,4.0,11650000010183402X,,,
100000125722.0,4.0,11350000003591213N,,,
100000125683.0,4.0,11441323007201518B,,,
100000125767.0,4.0,11320585MB0228507U,,,
100000125787.0,4.0,11330381002543201J,,,
100000125643.0,4.0,11411200MB1150617Y,,,
100000125703.0,4.0,114415007962469295,,,
